EFECTIVO;CXC;INVENTARIO;EQ_OFICINA;EQ_TRANSPORTE;TERRENOS_Y_CONSTRUCCIONES;CXP;CONTRIBUCIONES_X_PAGAR;ANTICIPOS_CTE;CAP_SOCIAL;UTILIDADES_ACUMULADAS;UTILIDAD_O_PERDIDA;TOTAL_VENTAS;TOTAL_COMPRAS;UTILIDAD_BRUTA;TOTAL_GASTOS;OBJETIVO
1027440182;7368542.43;12495137.75;4910365514;7295351968;29688362139999900;18851227.54;2419681443;5504558802;6161022437999990;1853761051;-2900918565;40368451.4;72591442.56;11319223.24;12339428.86;1
4238162954;6967066284;1245101802;5504133900000000;4074842433;-35955593839999900;7976155988;2652289621;7770761658999990;3226128867;;10718505590000000;9318212936;;7793293055;9607662255;1
1078424.14;29005655.53;7181863252;2957441455;2725419185;-8892562133;15935510.74;4825131546;41152392410000000;38197260710000000;15752442.18;-2487359784;187251869.2;;;18209839.21;1
2800397407;3714335939;6220486024;3819606371;1963931261;-2115111978;29106840130000000;;6001244759;3171876084;;-2897795542;19964218.2;8894018775;15707514819999900;4010534795;1
;8282088675;11586413.15;1607698767;3521032668;6839854625;14498590.57;9369513673;4259753826;;41816036119999900;-4144724191;;34712901.79;11769903.35;;1
1168165529;17371853.4;19945592340000000;1219070351;22144899480000000;-5422195532000000;;3296122507;4441307793;1990226595;10594679.18;1115479988;158770233.6;17825374.43;35690052.34;28642053.92;1
13116778429999900;9610805418;8783842.68;;2420600031;1751954573;23142812.86;2395162897;;6808376954;-2857658935;5871746911;133352147.3;95614266.41;;29821473.97;1
8981959503;5173869877;24748038.96;6250750365;7076589392;4822527891;12421587.46;125444005;7426417484;4318018095;-1495128334;-6323089463;93335127.49;51457073.16;22358063.36;;1
7058820661;105105649.9;20117863.31;8725394359;4817732.17;-13279325.24;;9371449637;10867647.21;722292603;37043506.05;-6224320.41;629973414.6;2881503606.0;52308005.47;41730128.39;1
2084911881;7756810859;46775988899999900;19335750630000000;5663485838;2585418.59;1177070779;;219945747;8376400975;-11612165.47;8715433398;5414097626;1620530206;3217042103;5044491325;1
192321958;4681942.78;;;2894734906;5955080632999990;4983259545;3308906968;9746955543;3162225892;3050353015;4514285485;50556377.42;4594199886;8942896919;15719481.45;1
3795726159;868268053;8449406189;2467213139;32422145960000000;;;120450484;1843442083;10897213020000000;9961343036;2057968162;97447458.65;33846580.76;11912555.77;7562978.32;1
1202523.59;;4915564658;58316749639999900;5394974234;-4251370123;3004980137;9314321665;6635331727;2790252893;;;46177825.25;;71660899520000000;10977480.67;1
1220602554;5410551235;45598866.66;;3576952318;4383020717;10411749.06;4537866332;5275393188999990;13554149.58;;-2162033082;91421599.63;43254240.98;13814181.51;11573252.94;1
4741344889;3363537768;3441769126;9989134075;8171824703;8682928538999990;5920648336;1050091267;1256800201;;-20575619.67;5966425197;1162899331;;1707788014;4959558803;1
6821766147;7492268709;11845227.91;1156214399;41103525899999900;32618290310000000;7938761621;5813239720000000;2124464926;7209227.89;6111322307999990;-123695031;77329898.56;9197808815;11463346.72;11064539.01;1
;10338626.95;6091132775;1144729728;699923815;;;1675357837;2326353727;26965895719999900;-27536297589999900;-7096566664;59946570.66;17547559.48;;22002282.18;1
;2677315182;12660054309999900;27142659039999900;;;4252876032;;2439490081;5527075369;5319549.03;-34615849289999900;37727647.56;30200537.53;2860181035;28780858439999900;0
6989718408;30887371.27;;;25519390130000000;-10639637.92;20869671.97;3642847322;4023477107;28650806319999900;13801359.15;2332604821;213637542.8;134176964.3;;29702472.06;1
1940996.25;74498285.16;17597512.62;9381410469;2503202349;-7351537732999990;78299766.62;1743990303;15785182.46;;28376622.49;-7649266796;265484298.8;1388726882.0;;22377732.35;1
1150452617;29832732.48;;9015805986;28006911560000000;;24771229.08;4329223557;2275554628;2235535432;20850024.75;-2572171365;169923141.6;176455841.4;22945166.94;18534675.79;1
2493442719;1818006554;1185226548;9858504518;1254297914;39548748419999900;7243441676;1648981369;1321096278;;-7417763977000000;-5303720454;;25955374.46;2790749292;33120385289999900;1
25103634699999900;23296145.23;41384975.96;4688155821;5066056216;8336134011;65259607.18;3304527204;2795913006;4314839714;9083425002999990;-4536951256;158248271.1;48500980.0;18784513.64;23395938.5;1
1612088764;6397578936000000;1414814.91;1925069.98;2171254011;-5193569.72;14974484.52;1925809901;41785883589999900;2565575542;4886088666;-7375983566;82656324.82;55495861.78;12395715.13;9939535141;1
2077501742;;2707861855;8977963929;;;;;4769248882;1379658625;;-15811640969999900;;12644252.17;3383429305;7193489299;1
1373215349;15520047919999900;179796228;462023046;4227992785;8553804895;;4809548793;22026167980000000;1478514605;-22279228.62;10007447099999900;;10227988509999900;8626311363;1264674.19;1
11208907.09;54200818.9;5770672635;68529814.88;9242672107;-9280451826;57983391.66;2218380143;6932229935;11794884340000000;15150982.17;7190707817000000;475705969.7;442991825.8;45929255.44;36793597.63;1
1988830687;10922656.5;23931317.89;98732088;395864925;-15013325669999900;10991971.84;2649193303;5307780664;22550093.57;-23355245719999900;1084829632;104367689.4;28490836.89;;39563060.06;1
5583553325;12612219.07;18058515.49;5256689144;3210438772;6701865526000000;;4047118883;1892404551;8726092596;-15185018530000000;-1618949459;42804646.18;42709846.63;;24725593.26;1
1180199689;4096338253;15208206.91;18136108390000000;2099360.62;8718605579;12255896.13;1388698175;473005862;2395256578;-40248036610000000;-6712602477999990;110906212.4;18695170.48;14664339.66;22132135.38;1
;;6948270635;1806689936;3891950239;-4184373515;15901323.19;2266826619;6051686908;;18130384.14;-8186764334;108014399.5;7795085382999990;21782052.31;;1
;51889137.92;34775234.55;5512702642;2127827483;3225833816;95240190.15;3837386624;;40261064469999900;16612280.02;-3346930724;;;48567688.5;40221298.95;1
2899720052;;;5454941277;4805603073;;20737716.8;2103958195;3079031693;2349928.35;5053755801;-27645552410000000;61903740.98;;;6462286892999990;1
3212323146;43213614.46;16776569.21;1271701299;1133379372;;36655206.17;1068418426;27687420739999900;11655274.31;8587511502999990;9783438717;156588327.6;96668907.84;54798916.45;;1
723661519;3394075561;10524876840000000;1260491145;2962130934;7100041656;9666480046;5997486399;13086144300000000;8738476329999990;;-1607815924;4672930518;7262226909;9129390236;3240468372;1
1359604326;;36663950.86;15519703769999900;2239504856;2628593.12;110901688.6;3377417738;8423328973;1752008618;22182639.57;-33711858989999900;598319586.5;;47325234.11;26522210.71;1
6203626.08;25960414.39;36709944189999900;5497983971;27411662989999900;-9018412926;25053246.54;482955227;3170958664;3284900313;11664398.3;;177893235.2;121570557.0;19430078.58;;1
8911111594;8406117901;;6168195581;9307091482;7783128685;20057737.24;1819305907;;1468157593;;-1031545.15;67642740.96;32355318.08;25626912.03;;1
1347468.77;28544622.02;24852289.02;1865661544;1292249712;3096869.51;45297168.94;1168059554;3052073.28;5505634116;9574035842;-3242310847;143085295.7;242869790.7;38337186.78;33350123.16;1
1097500.86;4025513.68;6123981523;5070084144;3412921627;-8109671375;2657376622;1479106771;1339937424;1226103447;4775625647;-6121183617;93454805.13;68810337.21;5263340913;65312093379999900;1
11864900.54;47653876.15;13663095.49;3316874877;6673391972999990;-10380703.83;41559517.06;1093508291;;;18864272.92;;482437635.1;355794163.3;66700347.86;;1
1404997.93;12028641.95;;7137412121;9841547187;-4458426528;13979596.86;8051234682;;14175548.35;1267792747;521663695;;29175166.78;21836578.59;;1
5185791237;4506007197;12279468090000000;;25198048109999900;-8306747392999990;8025176534;5631507094;3326362486;6370368616;;;44853696.84;173048995.3;;8061261416;1
2905989568;;2908108515;119027625;8375310114;-2978792921;1883719.19;708777798;1349827583;1579056784;8068882788;-870794558;32292156.8;9030859009;1476966.02;19612000790000000;1
1973494037;2750672945;;;;3990962.56;8841024786;6220280515;;1632877.01;;;75896969.37;3917235458;23146337.85;13273210.37;1
5627146966;6254327916;5163242101;3421912912;1389277509;6891651.01;1212044182;;1021994147;7883662093;-8439929438;;3347784579;2410741705;2230564049;1091694.34;1
6510101695;7625693954;1960842968;1617726026;1052980669;8658203766;1462182389;;;205303021;-2076031095;-1037088571;;15878135.33;4953618142;3200724756;1
;11190556.46;34421183.52;1337842348;1130921687;6856596877;33502303.79;18252497600000000;6388919582;5489176708;4918090508;-3926323452;146486138.4;79486801.38;15580193.38;11706995.27;1
274410937;5035312961;20547965790000000;;1468380825;37256483219999900;8605118064;;1320944508;1064591955;3184764478;5862566244;79830702.58;15748439.62;15071276.34;19826526.19;1
825106297;4675397411;;;32094996769999900;7465155655;1698096412;2491743201;;13087353.43;-15742356.26;;7202828663;14885579640000000;1179112179;7653320021;1
1307118124;;;5283651353;;30670078189999900;8707613072;;4788121.95;2598016255;2360137461;-7448394532000000;;72556221.97;2108163123;9707201809;1
;11793049.91;13136480.64;6300549059;1268108514;-1719764476;26054555.87;1078403479;;20900972869999900;;;95390668.81;236960280.4;20016129.67;20668367.7;1
;32636448.91;;29847297180000000;40209655330000000;2927906583;;3506357698;27187069489999900;2228731492;;-2238146046;296945590.2;398214790.8;42739688.99;;1
15979821430000000;11201192.85;3143448584;3166308253;1922810781;-8256183857000000;;4498780859;;1275866894;;2799206491;106326026.4;10104615.82;;;1
14731512230000000;53090698.99;;6594616262999990;4240207493;;98256692.77;2614811088;1879442.65;2281605154;12747660.2;-7467544534;435291150.6;438421048.2;84712917.82;59817024.48;1
4449966872;5088462377;;35709713339999900;1146055992;1472925656;37090427;4848529404;140953351;7302423727;27791050760000000;4852615006;18152799.44;;;5222515655;1
396046955;29635202860000000;;2776631366;;;2444659076;9591574131;1487996054;;-1135947872;-1291826761;20801889.24;;;4002046796;1
;40837084.29;10723103.82;8820451732;3942074577;1843636705;58092573.6;9471669395;4527341123;1503589956;18308018.8;;174646980.4;15307088.55;;18401966.0;1
5393306046;6992626465;3876413087;3179467152;1085956752;-5148005403;9511760987;;5026999002;9699970942;-6362864722;-4380009408;21437312.62;31257970.95;;10403545.46;1
7991115453;46768422.11;41053043.81;;1897818161;1953878466;44525528.77;2736338526;4269553909;;18417779.71;-35066280310000000;204974543.9;39441212.76;24275630.15;24319430.77;1
3579489514;5597271.91;5605173767999990;3622956815;6191979758;4819947155;9575122102;1148412293;7161425841000000;2677957.59;-6895992.68;3999861658;29178560.49;;31173523.82;31781298.55;1
6504677309;5355450.85;10339803.0;2378529945;4216071271;4700144866;;1243374897;;;-5918106118;-7337404090000000;33531325.87;23864668.85;15044675.85;12959548.52;1
9765907231;2656746438;4639202228999990;4621217261;10339857370000000;6077077021;27616560719999900;;19220656090000000;26393899159999900;1974350473;-7355827943;;28771793.58;6596451857999990;;1
2484629358;2254387798;14194605559999900;7397447813999990;1297711138;5205049259;3876981083;8314282184;7938254723;6985886699;4712011545;-4757465454;15799946.11;16954094.41;3689750994;5169994715;1
;5776471757999990;;2293107794;3008616397;4457104213;7905586997;6332730782;1488780832;546391662;14828374.04;-7827195585;46831114.36;28894537.94;1621676.42;1143569791;1
1287147572;;1320024478;1274502873;;-10685012.5;60663799860000000;;5721689221;894317303;14824033.41;-6556037548;170954621.3;108693334.5;14513821.18;18230550.96;1
2285656452;;3479235;4543356365;1738206584;-9245060404;2876313269;1947834088;3616566158;7032988729;-4968861627;;3848885958;;1417697766;3299729618;1
26794573969999900;5192246995;1004841547;2382127242;7831067494;;615073157;3267342037;;2560127296;-12098330.1;2676313414;623531105;1092943749;10175043929999900;1426276126;1
180124801;6345933034;32256031.3;4072378692;3001498461;8364554631;34092438.43;3076116768;10161266.36;32425264680000000;4609578031;-7447852076;36320287.41;76425884.46;;4453949273;1
5550336437999990;1355172916;13070084.95;;2261577502;7863910597;6057865002;1182626333;2761876793;2599713102;-5856027755;-12826601409999900;;;11091980.98;9471093357;1
1101729996;39753399269999900;7697918584;1057106572;1043262042;3373463886;4841571305;1553582515;661032565;6128307567000000;-6788020102999990;9079939057;24773391.32;10562112.46;;13938409.14;1
;16801241.13;9781865009;6894154.92;;5093450027;37801941.31;21590678699999900;5485334.65;6264378945;11483710.52;;;162097405.8;4829663351;6034313.9;1
12974907920000000;15002789.84;44811359.93;50572348589999900;2462716132;5279249028;35731795.45;5773455322;8430710179;10956456.24;7560471326;;127834829.7;96905920.12;17002430.58;;1
1978631532;15997423.62;6959346378;27138600519999900;4097247432;;23032289.79;5684523187999990;3125121218;15871464730000000;-6830391356000000;3616336147;113930654.3;614622352.0;64682426.08;48705292.09;1
7553901546000000;1973792266;5485623752;22891999490000000;1401348247;8378137245;1170062075;5089503314;12366423209999900;;-17314474.62;3482520295;5458715152000000;5549639271000000;5167938485;10733409.08;1
9315654654;11893875.32;8704485144;;;-11518918.71;5978482179;7804969758;2832188872;14929844430000000;9597590174;-35229494189999900;;36900650.11;7646920482999990;6342611461;1
4447359525;;22028036.83;1252609778;1665432483;6579411127;;3543108444;1803180409;1591029312;15911248.69;;304589546.4;24382525.08;21277705.56;24234843.84;1
8065596374;45239148.51;27884332260000000;15941833.97;;-11453122.25;;2804226679;3817838608;;11550002.15;-3546994215;214477087.3;290660676.0;50713304.83;38099569.88;1
3252858392;17607955990000000;66961232639999900;1064633513;10665095320000000;7996310876;7138962951;1174022914;4852427304;28946280039999900;-11355890.93;-2033105148;14483054.72;37718380.29;2739987187;11645789.71;1
4136134996;11544819.9;5407842197000000;;;7464834598999990;27990138.07;1955802185;7154815595;;7047809097999990;-7903125497;;106770109.7;6841530715;;1
3322452028;58797310.68;29808380.2;1802703824;1411463561;-4666180976;57772398.21;6758351857000000;18993843.99;11511802.6;27483501.32;;252907006.6;291690436.1;22106555.58;20353294.95;1
8082812145;2659360801;;557976167;1238207752;-8340408932999990;2537738642;1917596522;11987809309999900;;9328667388;-1139835804;;13919824.51;2924713703;5481127687999990;1
;16075858.75;;1008588462;;5567667179;36443123.98;387724774;14552626.93;5639993538;17820084.37;-6159411521000000;199979938.6;44924668.15;4283050273;;1
1373323594;75752869.83;17340531.24;24272022.02;;38658135930000000;112873661.7;4580355176;;2572457.04;13578855.05;-4521867669;230175199.8;124330376.7;29815568.91;35633609.09;1
6946818895;14202520.48;10632485.58;1209422003;5905301298;-6529242279;25777957.03;3077380043;26546841319999900;4721069385;13863333.99;-1234417231;179141522.9;18012675.97;;13760843.47;1
1241899289;;14737317.73;1076593889;448030393;9336541818;19137907.65;4510036244;3851074168;12707391.33;;-1733708737;59148919.61;;;16132979.94;1
3510366016;9941786906;4904213055;1730313889;7698276159;-2671475645;6341620015;2441845739;1273350.53;7206237444;13748313.42;-12573700890000000;96937045.28;25393282.63;14705081.29;10581656.96;1
2771063143;3670324015;17906082.4;1691787838;;7960459493;21987351.25;1724652809;10129531009999900;6715179488;;-4371823848;39510632.66;22469952.83;28340691.9;19873150.31;1
3297585851;12711163.58;719233687;2239899328;5028634481;;4094317015;;2832801935;299824897;16062586.16;-3926435918;90800489.03;8682688662;7511073835;10244317.59;1
1368384763;13799231.56;;6758966489;1495295884;-4288003295;;10139079920000000;1189530346;20306696730000000;6244820126;-1871008366;;88165656.38;11953599.43;20291461.58;1
6241023597;16414114.8;11702123.91;7145248774;;-6139620837;20919977.11;;;;-7215683396000000;;;24618178.49;;21051189.2;1
2191844979;6286661836;;1082399933;1779609519;35608780760000000;10651296.12;4379060462;6970650525;7701504378;4394078035;-38210874269999900;79536737.61;;7819483791;9168857019;1
1535852191;9410759227;;70251593;6859357955;-2553855998;5291111127;;3486876091;1015992.66;780779322;-2319771297;16301630.25;16843136.66;7547603369;19934752219999900;1
1023519224;30453276.94;2231811312;1033309355;;-7746599931;14179406.7;9986501883;1898096564;2155003724;20409957.34;-16190319919999900;87319762.38;13441644.16;10883822.45;14549402.29;1
;6673931784;308117801;3032731332;1917882961;-9740196421;2686693527;2645122083;9679513948;319332929;;-4656690.55;;6435539.68;2026926126;2738930579;1
3928999838;28956481539999900;16083319209999900;6333470176;;1735036919;2627988.97;3034328148;8839711456;1088335174;5064998943;-2137633966;49428783.91;18634289.24;9975818144;4307661687;1
6525589168;47661366.87;7263179614;;1451603624;-13308905.24;22547064.93;;;4764537028;20726494.03;;109159210.6;;10065471.71;10414583.44;1
1045360205;;;1125743422;7917377008999990;6456307752;15425436.22;2010924954;1546394754;8661528583;2372787923;-4304058192;16120230.5;;3087845495;4353111703;1
4041938359;12558032.2;;7805751716;3760662838;5156863511;;3259243013;2090594166;8737022752;14241958.87;-3310422117;165614386.8;;5507979293;;0
2404007769;30818770.14;46285425030000000;24055515730000000;2403421404;-6262065.67;30276263.97;5308731632;6466233291;6983212087;12759088.31;-1482200.27;153586016.2;111130649.8;;18779256.21;1
4453498832;394323689;259901.7;9352389921;2310436763;6987443062000000;;250923684;6523086125;1812231849;-14056397.93;-6052536036;3019345703;3357732896;;1595665294;1
1835358508;2203484545;1028833322;;1927192.48;-14780874619999900;9759492836;4065890292;21048859930000000;5352490242;83482535879999900;;27546550.77;17121938.47;5388690053;7686028357;1
3881010476;;2611513.22;2583026262;;7375214377;27345488219999900;1726640156;3944341238;292410408;;-3189680.41;11369041.54;36970908.45;6522441.24;;1
25749255.34;57344988.81;33157227.23;;16232604309999900;-6651546061000000;74830504.34;1686218695;14235015.04;18440784.05;14132229.46;-3521942561;235373935.2;;;36883604.12;1
14756258069999900;15188778.69;4405288745;;11535380790000000;3776031203;14892652.18;2744795439;1137504022;28319579910000000;7809115944;8193458329;121082904.6;8843204355;16156559.95;21285561.79;1
6023654522;13155063.0;2766865462;1394655701;1935294881;-8135639695;2264551235;4166755989;2733850489;1852197293;13737694.21;-3106698667;;100461789.1;;21154452.95;1
4617036599;7627235481000000;22358491769999900;;;1766660793;6477685063999990;1613160602;3449131537;345935893;4081909738;8998447963;126029289.0;;21863932.43;26732962.19;1
14259180159999900;28472952.87;40834530.65;4094187347;28568172810000000;3606881146;64306036.45;;7410266382;6832648037;15499663.78;-6705716935;300716823.9;820103063.9;34230135.59;22305153.8;1
19590817.61;92754714.36;88975462.85;;9563431451;1217575658;;;6323474623;41166878.72;7713967164;-1117661582;284732498.9;660789603.9;;;1
;;26965000.95;1011306012;2762940865;8340467103999990;17901146.26;5846077655;6207478489999990;8199786082;5783523653;;78809281.37;42354625.69;13729809.15;9924558802000000;1
4260642458;35103347.07;32688852.13;;9979360172;;40021459.58;1976593908;3243359385;4482075725;16135320.1;-4720548868;174225598.3;108178595.7;21267906.04;23964552.79;1
1366680396;9385355.9;6850180086;2096729311;1182902822;1240407831;20626684.1;;1141606.39;;-44792448799999900;;59846177.44;;11007026.09;;1
4000880368;10650106.08;35911111.13;1151752593;1656500932;4183290477;14244821.39;1934271525;5093871682;34711548819999900;14704913.99;-5455248699;133807771.2;20094049.93;3690678.1;4950665102;1
3609371.98;56243829.05;7836497481000000;32199364.73;27021526610000000;-7690496685;50113068.5;7407442907;6645023039;9954007452;15443143.63;-5038651024;157753960.3;781202202.3;34914347.96;;1
9911747247;2943021417;;;11616153429999900;-3892138.44;1453125679;;1095693357;3666566641;4993007864;-9670226826;30409010.72;20379321.03;3920361.93;4471294645;1
5605350961;27738058.0;;17476964.32;1072014655;-38013254189999900;;4122299469;1936137005;1566675764;15641661.35;-5115695631;66424189.94;76873295.29;71645704629999900;13125339.68;0
2535813341;4809662524;12653000.05;8852445709;;8598951634;;6858437363;1572787492;;;1191725315;;3812203502;29679705.57;21521620.09;1
;10609082.26;1140686163;25116661.21;30950758510000000;-12030335.18;;2710942816;7194790.43;1122629398;;-28756928060000000;;;7127274471;;1
2720362173;13000641.59;42299769.36;;5643577647;8694617595;;1517228111;100380906;5645370696;-11425008.74;-1397568481;81913674.34;76054707.57;66898756.05;53725656.43;1
482577456;28833232.65;4140045535;10165802.82;3423622914;-5920055607000000;34513728.31;3405025796;5216225716;15875141790000000;24125250.34;-7564535558999990;178136799.6;;11852826.44;;0
;5462350237000000;43945594569999900;16129537769999900;1289001986;4612583359;;2261930768;3256344003;;-10806046.39;;40396587.11;17705687.08;7688271887999990;23027390.16;1
1615326361;4984377036;17182193469999900;5634071262;5323865626;4365801683;9914281791000000;;;2786478229;8506955157;-1631528638;148859039.3;67313403.21;8410279497000000;8874072.89;1
6233134283;9189259476;;16091412219999900;3630977597;-7022123.39;4617030.07;;8460774595;4837450094;11469804.54;-1624057531;93686138.27;140952471.2;8061948163;12448505.81;1
2723510619;;26840911.63;2426128836;3161409897;3803254.7;75082430.69;6126606995;4901875364;9580701468;3850035117;-5942372671;76139762.73;;18584845.9;29608110.76;1
3448860795;;22049903.74;1142054925;1242468716;;14339792.72;1783532459;2638688628;2691785505;6837811255;-3295254264;105704964.6;53762509.61;6802978456;;1
1797554563;;14903868769999900;16914970180000000;3615794122;25739048019999900;16260490.16;1625023306;3157191602;6336281102;4686133.14;-40465950930000000;26403447.53;;7164775225;4941993976;1
3544400883;28661316.57;23846302.26;10617753.1;30239246810000000;;75655973.49;5645831675;;4183033087;6024802427999990;-4181229.59;214870351.8;572010981.5;;30593407.49;1
3064300526;60215841620000000;;8308955312;4590576058;-5882837331;6545384182999990;1911347557;1035267561;210296245;;-7600160904;260920966.5;138333169.5;19762878.21;20504515.23;1
1925138311;1303692592;3010389736;2105755628;3408262327;-5795933.77;3274106486;2185930009;3503232309;5010401495;-15518458.87;1149276284;11992639.41;4483592714;3719443143;9333466443;1
5821939257;2155651481;;;9695781931;4161373.57;4999079426;1493128891;3592632119;6271005538;-7749656599;-125055082;49620140.17;11602838.46;;;1
5666073937999990;1393280731;6508166954;2023869955;2712897294;7551771391;24293547090000000;1646118498;14400201030000000;4541710943;-1438211853;-13457004409999900;26539070.23;41531263789999900;2164831509;2309845578;1
1658812017;29442997.07;9652419402999990;5245835711;;-5049149452;31519210.96;;3098478142;11117640.18;14161832.42;-3084011048;100787878.5;156623853.5;22858455.85;27076624.67;0
3379534171;4297120633;2104559567;;461340453;1992834304;9913803737;3255864703;5258015484;11727023059999900;58882679229999900;-4002469.07;;12470933.38;2859765139;1921776906;1
4145546439;6765017046;13024905.63;1156041526;1476518688;4338581025;7404847371;2907136149;4920028991;6858632029;-3539407545;-17690989819999900;;199746904.4;17408472.99;22485106.62;1
7724301891;;8663963.14;3424222029;783409916;2948811034;;1357833929;8361160144;7374631704;-8699909899;1168445754;80422267.93;6147911034;16317117.15;;1
3250339418;24102208.46;1506827126;1327017.96;7052957698;-4587922.66;;;2523703821;1469580055;;-5402350594;66769292.16;84468566.86;;10633776.01;0
328065027;5941568585;18312217.18;;4291619965;;18635307.81;;2155208544;2471584496;5194223.93;-50306392530000000;71167484.22;39076117.36;;8492587924;1
160203886;1313987284;2224816815;;;7225129504;5328777735;6746379965;1797294959;58044350770000000;-17706837.32;2322048641;6911620265;9239018442;;11084758.98;1
23992647390000000;3784953693;1230031659;14415136869999900;9993880722999990;;7084127159;3522984781;;3995011438;;-5176388699;5413617909;;3507488927;;1
1582156305;;15234956.07;30538293510000000;995407005;4596532433;58794695.83;4716774858;2044475991;;5607928649;-1648001.38;;;;30595341.52;1
1113912581;14889410.1;22077269.38;1082153397;;;;4346447703;6160640571;9510695782;-1831417091;-2043432157;63898064.11;82924668.71;21134442.83;17502574.51;1
3461986696;2312883652;;2323881871;3549243474;1117190729;6064605.34;7360607135;5318636753;1320158.12;-20693112580000000;294785652;27968176.03;9186015831;14338759.15;10387989.58;1
;18323622.28;2935636699;6573301067000000;1154949896;-7593497321;;3167205348;2031063469;2554059475;2302388699;;20637600.5;286749426.5;;;1
2108606753;6308756.07;3450885287;26720523430000000;2394551101;-13599695.1;27698772260000000;1356188515;8106623145;4264259141;;;123253577.3;;;7184587783;1
16810772969999900;10973861.82;2928090545;6112443924;;-6024147555;11056237.37;4193310561;2554671.32;;10133198559999900;-1763194989;26690644.26;77384422.91;18541662.09;14886405.83;1
1422310515;13555216.17;7794615114;2522094821;4819315594;;18910850.3;6903372692999990;4524634986;1025232359;17556083.3;;346664781.9;140995132.9;;21260299.81;1
4035828867;32203078.06;7491327.84;552435466;3810095765;-26357802830000000;18314584.33;1144288.98;5546994316000000;37412697819999900;15943475.09;-5932034415;57308478.89;89779059.48;10733721.81;9799994666000000;0
;6596265303;5816259623;1318914593;1270232107;5173554465;1057423452;316697.32;3943257029;3193109837;;-5924462.94;6835011183;13218834.11;;2850845228;1
3557537746;16109206.48;5912619959;1575164535;8647355146;2574475399;;2562877291;2315245.93;;14332621.73;-2514531419;98606154.25;22706641.47;9388430735;;1
1610241797;3499994472;22841026569999900;3015455672;5360068355;4516459817;5200331491;669113748;8801474797000000;1631233934;-3674930.16;-3100950958;10015005.32;11432826.11;5304866222;8915587.69;1
;;17831874.79;84610670.35;3530578242;;;4291131636;5502219007;3653995763;21565963.23;-3345472192;456786872.8;220986864.5;31107782.13;38248360.89;1
;9118224788999990;693941698;;1609636875;-14789837.4;19345468590000000;3301396015;;8246045968999990;20543057.47;-4304113395;64906099.0;54243985.92;1470289639;21181183880000000;0
276358818;22724688.19;21782245.89;29707695539999900;9622503259;7935004096;47747922.61;1599248801;1463821957;8864545186;4865793958000000;;103062516.7;81342470.42;14835328.55;23087114.61;1
1464937644;8597638965;;3394390355;13650640269999900;-2512811142;6658097.6;1859787056;;3426871414;35586776969999900;-5066905228;87510700.77;;12851338.08;;1
512286021;1391691382;2747558128;;8042978753;-2292292835;1545130983;8448501806;4392925622;5784734302;5083386136;;27596056.6;4250121704;2736582475;5258946931;1
1043939296;6642289892999990;5723951071;3886701282;;-6350196994;12236955.59;2953444234;7396147265;4063095952;10022563.67;-2359429962;108240414.9;21154216.2;;4000011961;0
2259367869;21618150.71;14047353.76;3864080598;;6817908989;35916052.89;3748860067;2190021.77;5051974286;10048691.15;-5973029528;101095526.2;99867192.05;10157772.12;;1
9216869592;34492442.86;15065620269999900;8479025088;39803143239999900;-14337595.78;21995997.93;3584852736;5165375965;8320868846;;-3375883603;;606670074.4;16420540.85;;1
5095001961;10137464.09;3030033139;7728032149;5427102036;18579776909999900;21541354.25;4423249279;;262396147;8959108221;;33175726.11;70358334.01;27206299960000000;5926890691000000;1
3715660277;16776542.8;19640274.31;4804548908;3757281965;3161386473;21914149.42;6989105014;1378056198;1201763291;16671812.86;;;366389516.6;;;1
35360209480000000;;6273116176;23381722.36;2262479153;-10275139.92;75955876.45;1408943.54;8161200.34;1737483.47;28947533.74;-2946380.17;363975116.1;158638545.9;39740224.8;31174148.78;1
4859119656;7394963742;15304594009999900;391001947;2465216437;-2876147.06;;2003632169;411406131;2665893412;-4026598201;330320418;16925015.44;8195108255;7057006239;6155700522999990;1
34308633239999900;2429797157;17960633.77;4686929189;;8819911299;32890740810000000;3865064217;3682925253;3755858075;-14432077.22;4013587291;;1755573111;10255565.65;;1
14062763090000000;15160270.48;7018229.84;7830641205;8481038408;-26094775069999900;14056264.57;8649880864;1253162134;4358613935;10067950.52;4183051136;101337666.2;30905968.86;35107426.98;26698723.04;1
2975630.29;8756395864;3827794.41;6858864222;7047459296;-4776763049;11783405.9;1328213724;5441091837;4492190732;1499231938;-2817695627;41894049.48;42620879.26;3486133814;6855084859;0
2519290.76;87434820.39;;3175140582;;-8285575642000000;86269387.2;;12042419.05;5032082.37;29581572.3;;;143166430.7;35916531.78;29844969.44;1
1287628187;1202969.1;1305026.3;1225123875;3686944767;4754261808999990;1218273924;1326634524;3500701471;;-3341849039;6650614944;16759358.11;;;11703069.89;1
;;;;;27374418680000000;3713458.69;9325476243999990;1325648649;3185920142;;-2174911002;28307953.43;11331036.91;6333203176;5813436887999990;1
2578344524;3352047765;16472870.92;;1014141582;;25905165.34;23974676899999900;;3880969633;-4789868.18;-6555161.84;16566489.75;40286616.89;5170288029;5626158722999990;1
5118467106;;9570179547;3818911196;8924359103;3069530753;;2401510093;3757062704;;;5886027881;136252542.4;24548468.0;;36775009.51;1
